timestamp,vehicle_id,trip_id,route_id,latitude,longitude,current_status,timestamp_unix
2025-11-11 18:09:47.242073,0130,3897196,60,37.353294372558594,-121.93690490722656,1.0,1762884570
2025-11-11 18:09:47.242073,0131,3897132,60,37.36848831176758,-121.91454315185547,2.0,1762884570
2025-11-11 18:09:47.242073,0132,3897198,60,37.38282775878906,-121.8952865600586,2.0,1762884570
2025-11-11 18:09:47.242073,0134,3897133,60,37.3522834777832,-121.9240951538086,2.0,1762884570
2025-11-11 18:09:47.242073,0136,3897134,60,37.338409423828125,-121.95013427734375,1.0,1762884570
2025-11-11 18:09:47.242073,0137,3905203,73,37.34187698364258,-121.89411163330078,1.0,1762884570
2025-11-11 18:09:47.242073,0138,3899885,68,37.33191680908203,-121.88629913330078,2.0,1762884570
2025-11-11 18:09:47.242073,0140,3892725,Rapid 500,37.33648681640625,-121.88966369628906,1.0,1762884570
2025-11-11 18:09:47.242073,0141,3888878,23,37.32255935668945,-122.04490661621094,1.0,1762884570
2025-11-11 18:09:47.242073,0144,3888911,23,37.323299407958984,-121.97063446044922,1.0,1762884570
2025-11-11 18:09:47.242073,0145,3888853,23,37.331336975097656,-121.88737487792969,2.0,1762884570
2025-11-11 18:09:47.242073,0146,,,37.30708694458008,-121.8547134399414,,1762884570
2025-11-11 18:09:47.242073,0147,3899951,68,37.33369827270508,-121.88725280761719,1.0,1762884570
2025-11-11 18:09:47.242073,0149,3899952,68,37.33065414428711,-121.90231323242188,1.0,1762884570
2025-11-11 18:09:47.242073,0150,3892110,40,37.4184455871582,-122.07794189453125,2.0,1762884570
2025-11-11 18:09:47.242073,0151,3894793,Rapid 523,37.322967529296875,-122.03756713867188,2.0,1762884570
2025-11-11 18:09:47.242073,0152,3888954,23,37.323036193847656,-122.02400970458984,1.0,1762884570
2025-11-11 18:09:47.242073,0153,,,37.30713653564453,-121.85516357421875,,1762884570
2025-11-11 18:09:47.242073,0154,3899948,68,37.14089584350586,-121.66313934326172,2.0,1762884570
2025-11-11 18:09:47.242073,0155,3888850,23,37.32251739501953,-122.04438018798828,1.0,1762884570
2025-11-11 18:09:47.242073,0157,3888876,23,37.352970123291016,-121.85494232177734,1.0,1762884570
2025-11-11 18:09:47.242073,0158,3899927,68,37.31678009033203,-121.87411499023438,1.0,1762884570
2025-11-11 18:09:47.242073,0159,3888877,23,37.32331085205078,-121.93047332763672,2.0,1762884570
2025-11-11 18:09:47.242073,0160,3888837,23,37.323081970214844,-121.97604370117188,2.0,1762884570
2025-11-11 18:09:47.242073,0161,3888955,23,37.35881042480469,-121.84318542480469,1.0,1762884570
2025-11-11 18:09:47.242073,0163,3888912,23,37.3393669128418,-121.88404846191406,1.0,1762884570
2025-11-11 18:09:47.242073,0164,,,37.30647659301758,-121.85417938232422,,1762884570
2025-11-11 18:09:47.242073,0165,3888968,23,37.32353210449219,-121.92169952392578,2.0,1762884570
2025-11-11 18:09:47.242073,0167,3888967,23,37.357757568359375,-121.8325424194336,1.0,1762884570
2025-11-11 18:09:47.242073,0169,,,37.4190788269043,-121.93555450439453,,1762884570
2025-11-11 18:09:47.242073,0170,3896410,57,37.310489654541016,-121.97747802734375,1.0,1762884570
2025-11-11 18:09:47.242073,0172,3899928,68,37.12300491333008,-121.64859008789062,2.0,1762884570
2025-11-11 18:09:47.242073,0173,3894752,Rapid 523,37.32339096069336,-121.92696380615234,2.0,1762884570
2025-11-11 18:09:47.242073,0174,3893661,51,37.411888122558594,-122.05828094482422,1.0,1762884570
2025-11-11 18:09:47.242073,0175,,,37.33218765258789,-121.89948272705078,,1762884570
2025-11-11 18:09:47.242073,0176,3892078,40,37.399635314941406,-122.11054229736328,2.0,1762884570
2025-11-11 18:09:47.242073,0177,3893641,51,37.32421112060547,-122.0372543334961,1.0,1762884570
2025-11-11 18:09:47.242073,0180,3894778,Rapid 523,37.33839416503906,-121.8836441040039,1.0,1762884570
2025-11-11 18:09:47.242073,0181,3895358,53,37.34010696411133,-121.97103881835938,2.0,1762884570
2025-11-11 18:09:47.242073,0182,3895359,53,37.3746223449707,-122.05609130859375,2.0,1762884570
2025-11-11 18:09:47.242073,0183,3892108,40,37.37351608276367,-122.11429595947266,2.0,1762884570
2025-11-11 18:09:47.242073,0186,3895385,53,37.37974166870117,-122.04975128173828,2.0,1762884570
2025-11-11 18:09:47.242073,0187,3893677,51,37.373992919921875,-122.08729553222656,2.0,1762884570
2025-11-11 18:09:47.242073,0188,3893781,52,37.3947639465332,-122.0772933959961,1.0,1762884570
2025-11-11 18:09:47.242073,0190,3895473,55,37.38692855834961,-121.99800109863281,2.0,1762884570
2025-11-11 18:09:47.242073,0191,3893626,51,37.26622772216797,-122.01322174072266,1.0,1762884570
2025-11-11 18:09:47.242073,0193,,,37.33102035522461,-121.90235900878906,,1762884570
2025-11-11 18:09:47.242073,0194,3892823,Rapid 500,37.33902359008789,-121.88469696044922,2.0,1762884570
2025-11-11 18:09:47.242073,0195,3897195,60,37.3223991394043,-121.95027160644531,1.0,1762884570
2025-11-11 18:09:47.242073,0197,3897136,60,37.27943801879883,-121.94888305664062,1.0,1762884570
2025-11-11 18:09:47.242073,0198,,,37.383934020996094,-121.93479919433594,,1762884570
2025-11-11 18:09:47.242073,0199,3897135,60,37.29305648803711,-121.94979858398438,1.0,1762884570
2025-11-11 18:09:47.242073,0202,3896234,Rapid 568,37.239864349365234,-121.7760009765625,2.0,1762884570
2025-11-11 18:09:47.242073,0203,,,37.331085205078125,-121.88819885253906,,1762884570
2025-11-11 18:09:47.242073,0204,3896233,Rapid 568,37.31985092163086,-121.87736511230469,1.0,1762884570
2025-11-11 18:09:47.242073,0205,3898951,64B,37.34505844116211,-121.8843994140625,2.0,1762884570
2025-11-11 18:09:47.242073,0206,3892727,Rapid 500,37.33103942871094,-121.90251159667969,1.0,1762884570
2025-11-11 18:09:47.242073,0209,3896235,Rapid 568,37.01221466064453,-121.5710678100586,2.0,1762884570
